opsCode,opsText,opsText_alt,Kombiprodukt,Substanzangabe_aus_OPS-Code,1Substanz_allg_engl_INN_oder_sonst,2Substanz_allg_engl_INN_oder_sonst,3Substanz_allg_engl_INN_oder_sonst,4Substanz_allg_engl_INN_oder_sonst,Einheit_Wert_min,Einheit_Wert_max,UCUM-Code,UCUM-Description,Kommentar SZ,Routes and Methods of Administration - Concept Code,Routes and Methods of Administration - Term,Administration Method - ID,Administration Method - Name,Code Intended Site (EDQM),Intended Site (EDQM),Routes and Methods of Administration - Concept Code.1,Routes and Methods of Administration - Term.1,Administration Method - ID.1,Administration Method - Name.1,Code Intended Site (EDQM).1,Intended Site (EDQM).1,EU-Zulassung? ,Strenght,Pharmaceutical Form,Packaging,Handelsname-Beispiel (Invented name),Kombi_ja_nein_beides,Substanzname_Stoffkatalog,Substanz_genau_Bezeichnung_engl,UNII_Substanz_genau,ASK_Substanz_genau,CAS_Substanz_genau,Subst_genau_gleich_Subst_allgemein,Substanz_allg_engl_INN_oder_sonst,INN_englisch,UNII_Substanz_allg,ASK_Substanz_allg,CAS_Substanz_allg,Substanzname_ATC_DIMDI-Liste,ATC-Code_y,ATC-Code2_y,ATC-Code3_y,ATC-Code4_y,ATC-Code5_y,Bemerkung_zur_Substanz
6-001.81,Parenterale Applikation von 65 Mio. IE bis unter 85 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,65,85,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.82,Parenterale Applikation von 85 Mio. IE bis unter 105 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,85,105,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.83,Parenterale Applikation von 105 Mio. IE bis unter 125 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,105,125,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.84,Parenterale Applikation von 125 Mio. IE bis unter 145 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,125,145,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.85,Parenterale Applikation von 145 Mio. IE bis unter 165 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,145,165,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.86,Parenterale Applikation von 165 Mio. IE bis unter 185 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,165,185,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.87,Parenterale Applikation von 185 Mio. IE bis unter 205 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,185,205,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.88,Parenterale Applikation von 205 Mio. IE bis unter 245 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,205,245,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.89,Parenterale Applikation von 245 Mio. IE bis unter 285 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,245,285,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8a,Parenterale Applikation von 285 Mio. IE bis unter 325 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,285,325,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8b,Parenterale Applikation von 325 Mio. IE bis unter 365 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,325,365,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8c,Parenterale Applikation von 365 Mio. IE bis unter 405 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,365,405,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8d,Parenterale Applikation von 405 Mio. IE bis unter 445 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,405,445,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8e,Parenterale Applikation von 445 Mio. IE bis unter 485 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,445,485,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8f,Parenterale Applikation von 485 Mio. IE bis unter 525 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,485,525,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8g,Parenterale Applikation von 525 Mio. IE bis unter 565 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,525,565,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8h,Parenterale Applikation von 565 Mio. IE bis unter 625 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,565,625,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8j,Parenterale Applikation von 625 Mio. IE bis unter 685 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,625,685,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8k,Parenterale Applikation von 685 Mio. IE bis unter 745 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,685,745,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8m,Parenterale Applikation von 745 Mio. IE bis unter 805 Mio. IE Aldesleukin,,0,Aldesleukin,aldesleukin,,,,745,805,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.8n,Parenterale Applikation von 805 Mio. IE oder mehr Aldesleukin,,0,Aldesleukin,aldesleukin,,,,805,,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,national in D,,Pulver zur Herstellung einer Injektions- bzw. Infusionsl̦sung,,Proleukin ,n,Aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,,aldesleukin,aldesleukin,M89N0Q7EQR,23971,110942-02-4,Aldesleukin,L03AC01,,,,,
6-001.90,"Parenterale Applikation von 1,5 mg bis unter 2,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"1,5","2,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.91,"Parenterale Applikation von 2,5 mg bis unter 3,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"2,5","3,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.92,"Parenterale Applikation von 3,5 mg bis unter 4,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"3,5","4,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.93,"Parenterale Applikation von 4,5 mg bis unter 5,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"4,5","5,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.94,"Parenterale Applikation von 5,5 mg bis unter 6,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"5,5","6,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.95,"Parenterale Applikation von 6,5 mg bis unter 7,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"6,5","7,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.96,"Parenterale Applikation von 7,5 mg bis unter 8,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"7,5","8,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.97,"Parenterale Applikation von 8,5 mg bis unter 9,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"8,5","9,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.98,"Parenterale Applikation von 9,5 mg bis unter 10,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"9,5","10,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.99,"Parenterale Applikation von 10,5 mg bis unter 11,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"10,5","11,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9a,"Parenterale Applikation von 11,5 mg bis unter 13,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"11,5","13,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9b,"Parenterale Applikation von 13,5 mg bis unter 15,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"13,5","15,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9c,"Parenterale Applikation von 15,5 mg bis unter 17,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"15,5","17,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9d,"Parenterale Applikation von 17,5 mg bis unter 19,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"17,5","19,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9e,"Parenterale Applikation von 19,5 mg bis unter 21,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"19,5","21,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9f,"Parenterale Applikation von 21,5 mg bis unter 23,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"21,5","23,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9g,"Parenterale Applikation von 23,5 mg bis unter 25,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"23,5","25,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9h,"Parenterale Applikation von 25,5 mg bis unter 27,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"25,5","27,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9j,"Parenterale Applikation von 27,5 mg bis unter 29,5 mg Bortezomib",,0,Bortezomib,bortezomib,,,,"27,5","29,5",mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.9k,"Parenterale Applikation von 29,5 mg oder mehr Bortezomib",,0,Bortezomib,bortezomib,,,,"29,5",,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,n,Bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,,bortezomib,bortezomib,69G8BD63PP,32358,179324-69-7,Bortezomib,L01XX32,,,,,
6-001.a0,Parenterale Applikation von 250 mg bis unter 350 mg Cetuximab,,0,Cetuximab,cetuximab,,,,250,350,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a1,Parenterale Applikation von 350 mg bis unter 450 mg Cetuximab,,0,Cetuximab,cetuximab,,,,350,450,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a2,Parenterale Applikation von 450 mg bis unter 550 mg Cetuximab,,0,Cetuximab,cetuximab,,,,450,550,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a3,Parenterale Applikation von 550 mg bis unter 650 mg Cetuximab,,0,Cetuximab,cetuximab,,,,550,650,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a4,Parenterale Applikation von 650 mg bis unter 750 mg Cetuximab,,0,Cetuximab,cetuximab,,,,650,750,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a5,Parenterale Applikation von 750 mg bis unter 850 mg Cetuximab,,0,Cetuximab,cetuximab,,,,750,850,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a6,Parenterale Applikation von 850 mg bis unter 1.050 mg Cetuximab,,0,Cetuximab,cetuximab,,,,850,1050,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a7,Parenterale Applikation von 1.050 mg bis unter 1.250 mg Cetuximab,,0,Cetuximab,cetuximab,,,,1050,1250,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a8,Parenterale Applikation von 1.250 mg bis unter 1.450 mg Cetuximab,,0,Cetuximab,cetuximab,,,,1250,1450,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.a9,Parenterale Applikation von 1.450 mg bis unter 1.650 mg Cetuximab,,0,Cetuximab,cetuximab,,,,1450,1650,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.aa,Parenterale Applikation von 1.650 mg bis unter 1.850 mg Cetuximab,,0,Cetuximab,cetuximab,,,,1650,1850,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
6-001.ab,Parenterale Applikation von 1.850 mg bis unter 2.150 mg Cetuximab,,0,Cetuximab,cetuximab,,,,1850,2150,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,5 mg/ml,Solution for infusion,vial (glass),Erbitux,n,Cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,,cetuximab,cetuximab,PQX0D8J21J,33093,205923-56-4,Cetuximab,L01XC06,,,,,
